course_number,course_name,credits,description,
EPP 530,Serving Exceptional learners,3,"This course prepares teacher candidates to establish successful inclusive classrooms for students with exceptionalities, including English as a second language, disabilities, gifted, and those living in poverty who lack the prior knowledge necessary for success. Studies in this course include an understanding of legislative mandates for serving students with exceptionalities; an analysis of research-based strategies for inclusive classroom environments; and a working knowledge of collaboration, documentation, and assessment.",
EPP 531,Assessing Learners,3,"This course is designed to familiarize students with current state and local classroom assessment data. Students will learn how to select appropriate reading and math assessment instruments, observe and record data, analyze test scores and performance, interpret data, and outline accommodations and plans for remediation. Students will practice making educational decisions based upon data provided by local and/or state assessments and communicate assessment results.",
EPP 540,Elementary Social Science Methods,3,"This course is intended to prepare students to be effective history and social studies teachers in elementary classrooms. It is designed to develop the capacities of models of instruction, consistent with basic principles and new trends of instruction and curriculum development in teaching elementary school social studies. Emphasis is placed on curriculum, materials, instructional methods, and strategies specific to teaching social studies to diverse student populations.",
EPP 541,Elementary STEM Methods I,3,"This course focuses on the development of competencies around teaching science and mathematics including basic principles and new trends of instruction and curriculum development in elementary school science and mathematics. The course content is designed to help students develop the necessary knowledge, skills, and dispositions to implement content-rich and developmentally appropriate STEM lessons. Unit planning, cooperative learning activities, evaluation strategies, and STEM learning centers are emphasized. THE UNIVERSITY OF ARIZONA GLOBAL CAMPUSCOURSE DESCRIPTIONS",
EPP 542,Elementary STEM Methods II,3,"The primary purpose of this course is to learn about teaching methods and practices designed to make critical academic areas accessible to elementary students. Students will study lesson plan design, assessment strategies and learning activities for maximizing the engagement of their students. Learning centers, games and diagnostic/prescriptive treatment are explored. Students will gain initial information on how to relate national and statewide content standards and frameworks to lesson plan design, a variety of assessment strategies, and ELD/SDAIE strategies.",
EPP 564,Secondary STEM Methods,3,"This course focuses on the development of teaching competencies, basic principles and new trends of instruction and curriculum development in secondary school Science Technology Engineering and Math (STEM). The course content is designed to help students develop the necessary knowledge, skills, and dispositions to implement inquiry- based, developmentally appropriate STEM lessons. Unit planning, laboratory activities, evaluation strategies and math and science learning centers are emphasized.",
EPP 543,Elementary Integrated Reading Methods,3,"This course is intended to help elementary school teachers understand the relationship between literacy instruction and content across all areas of study. Particular emphasis is given to the reading and study of expository materials at all levels of the curriculum. The major areas of study include levels of thinking and questioning, textbooks, assessments, factors in learning, reader strategies, and teacher strategies. The instructional strategies discussed are appropriate for elementary grade levels and all content areas.",
EPP 571,Secondary Student Teaching and Seminar I,3,"This is the first course of a three part practice teaching and seminar series designed to prepare students to teach in secondary schools. At a qualified school site under the supervision of a mentor teacher and university supervisor, students will develop an understanding of instructional planning and delivery to make content comprehensible, assess learning, support the needs of diverse learners, maintain a safe learning environment and incorporate reflective practices for their own professional development. This course contains a synchronous component each week.",
EPP 551,Elementary Student Teaching and Seminar I,3,"This is the first course of a three part practice teaching and seminar series designed to prepare students to teach in elementary schools. At a qualified school site under the supervision of a mentor teacher and university supervisor, students will develop an understanding of instructional planning and delivery to make content comprehensible, assess learning, support the needs of diverse learners, maintain a safe learning environment and incorporate reflective practices for their own professional development. This course contains a synchronous component each week.",
EPP 572,Secondary Student Teaching and Seminar II,3,"This is the second course of a three part practice teaching and seminar series designed to prepare students to teach in secondary schools. At a qualified school site under the supervision of a mentor teacher and university supervisor, students will develop an understanding of instructional planning and delivery to make content comprehensible, assess learning, support the needs of diverse learners, maintain a safe learning environment and incorporate reflective practices for their own professional development. This course contains a synchronous component each week.",
EPP 552,Elementary Student Teaching and Seminar II,3,"This is the second course of a three part practice teaching and seminar series designed to prepare students to teach in elementary schools. At a qualified school site under the supervision of a mentor teacher and university supervisor, students will develop an understanding of instructional planning and delivery to make content comprehensible, assess learning, support the needs of diverse learners, maintain a safe learning environment and incorporate reflective practices for their own professional development. This course contains a synchronous component each week.ESE Education Special Ed",
EPP 561,Secondary English Methods,3,"This course will learn, practice and reflect on the specific pedagogical knowledge needed to teach English to secondary students. Students will explore a variety of teaching strategies for organizing a secondary English curriculum using the Common Core Standards. Teacher candidates will discuss, plan, implement and assess appropriate instruction using current best practices for the effective teaching of English in secondary classes. The course addresses various curricular areas of English arts, including the teaching of writing, reading comprehension and literature, language applications, grammar, speaking applications and visual media and how they can be effectively integrated into daily lesson planning while meeting Common Core Standards.",
EPP 562,Secondary History-Social Science Methods,3,"This course is intended to prepare students to be effective History- Social Science teachers in secondary classrooms and is designed to develop the capacities models of instruction consistent with basic principles and new trends of instruction and curriculum development in teaching secondary school social sciences. Emphasis is placed on curriculum, materials, and instructional methods and strategies specific to teaching social sciences to diverse student populations. 2023-2024 ACADEMIC CATALOG",
ESE 370,Learning & the Brain,3,"Teaching and learning issues within a cognitive processes context are explored. This course covers the study of emotion, memory, and recall as well as early brain development and its relationship to learning.",
ESE 603,Law & Ethics in Special Education,3,"Law & Ethics in Special Education explores the fundamental civil and legal principles and pivotal legislation that contribute to the placement, instruction, service delivery, and privacy issues of those who have a qualifying disability under federal laws. Learners will identify critical issues that may lead to ethical and legal conflicts of interdisciplinary team participants as well as proactive strategies for resolution. Furthermore, the course offers multiple opportunities for analysis of personal biases regarding professional ethics and practice standards. Prerequisite:",
ESE 610,"Assessment & Evaluation of Students
with Mild to Moderate Disabilities",3,"Assessment and Evaluation of Students with Mild to Moderate Disabilities provides a comprehensive examination of the assessment and evaluation cycle employed within the special education process. During this course, learners will distinguish the special educator’s role within the multidisciplinary assessment process including how the evaluative data drives the planning and development of an 317COURSE DESCRIPTIONS individualized program. Additionally, the mandatory safeguards that assure ethical evaluation and assessment practices do not discriminate on the basis of human difference, identity, or social group difference (including but not limited to race, ethnicity, creed, color, sex, gender, gender identity, sexual identity, socio-economic status, language, culture, national origin, religion/spirituality, age, or (dis)ability).",
ESE 634,"Education-Based Collaborative
Relationships",3,"This course focuses on collaboration strategies for special education professionals who work with other key stakeholders in supporting student success, including students with exceptionalities and their families, educators, leaders, service providers, and other professionals. A focus on educator collaborative skill sets, including communication, problem-solving, sharing ideas, planning, active listening, teamwork, and strategies for dealing effectively with conflict, provides support for academic and functional skills, as well as social emotional well-being across educational environments and instructional settings. Prerequisite:",
ESE 645,"Lesson Design for Students with
Mild to Moderate Disabilities",3,"This course explores the methods of evidence-based instructional planning, lesson design, and instructional strategies and supports for students with exceptionalities. Learners will create an instructional design and lesson plan portfolio that incorporates individualized goals and objectives across skill domains and progress assessment, as well as aligned quality differentiated instruction techniques, assistive technologies, collaborative planning, and scaffolded supports for learning activities assisting students in various inclusive learning environments. Prerequisite:",
ESE 656,"Positive Behavior Supports in the
Classroom",3,This course introduces the underpinnings of behavior theory and offers real-world strategies for the 21st-century classroom that assist today’s educators in meeting the needs of students with mild to moderate disabilities. Behavior functions and modifications as well as various methods of observation and documentation are emphasized. Diverse cultural and environmental factors contributing to student behavior are also examined. Prerequisite:,
ESE 668,"Evidenced-Based Instructional Methods
for Students with Mild to Moderate Disabilities",3,"In this course, learners will explore multiple aspects of curriculum design and delivery, apply their knowledge of the characteristics of varying disabilities, and create meaningful classroom instruction that aligns with curriculum, standards, and individualized education program goals. Data-driven instruction derived from individualized assessment results will be accessed and applied to instructional methods. Emphasis will be placed on evidence-based instructional strategies including collaboration with service providers to best meet the academic needs of students with mild to moderate disabilities. Prerequisite:",
FIN 301,Ethics for the Finance Professional,3,"In this course, students will examine some of the most recent and classical organizational ethics cases using the framework from managing business ethical procedures and practices. This course will provide a sound ethical decisions making guideline for students to use when making business ethical decisions and encourage ethical conduct and discourage unethical conduct in the workplace. Student will also explore how business ethics impact the global business environment and the current thinking on business –society and the business-environment relationships. 318",
FIN 302,Financial Management of Entrepreneurial,3,"Businesses This course will introduce students to the important principles of financial management of an entrepreneurial business and the ethical challenges of running a small business. The course will enable students to describe the key components and creation of a business plan. The course will cover financial statements and key financial ratios that guide business owners. Students will learn how to develop a financial forecast for a new business, including evaluating its financing needs and alternatives. Finally, the course will explore the importance of working capital management within the context of small business.",
FIN 490,Finance Capstone,3,"This capstone course will enable students to synthesize prior learning and develop an advanced understanding of key financial concepts and theories, and the firm as a mechanism to build shareholder wealth. Course content includes evaluating projects using capital budgeting techniques, analyzing a firm’s cost of capital, and assessing key components of dividend policy. Finally, in the summative assignment, students will implement capital budgeting techniques within the framework of corporate mergers and acquisitions.",
FIN 689,"Advanced Financial Management
& Analysis",3,"This course continues financial statement analysis of public companies, with a focus on special issues such as income taxes, post-employment compensation plans, and intercorporate investments. Students will investigate financial reporting in publicly traded companies, and develop an understanding of financial statement analysis from a global perspective. Techniques for adjusting financial statements and determining the quality of financial reports will be used throughout the course. The course will culminate in a research paper that comprehensively assesses the investment quality of a company based on its financial reports. Prerequisite:",
FIN 671,FIN 671 Financial Analysis and Security Valuation,3,"This course is intended for graduate students who expect at some point in their careers to use financial statements to evaluate earnings quality, performance, prospects, and value of a business. The primary emphasis will be on the analysis of public companies, but most of the tools and techniques utilized are also relevant to private firms’ financial analysis. This course focuses on the fundamental analysis of valuation, with a focus on developing and applying methods for valuing firms using financial statement analysis.",
FIN 672,Financial Instruments and Derivatives,3,"This course covers the major classes of derivative securities: forward contracts, futures contracts, options, and swaps. A derivative security is a financial security whose value depends on (or derives from) other more fundamental underlying financial variables, such as the price of a stock, an interest rate, an index level, a commodity price, or an exchange rate. Derivatives can be used to hedge or obtain insurance against existing risk exposures; however, derivatives do not offer a panacea in managing risk. Prerequisite:",
FIN 678,FIN 673 Applied Portfolio Management,3,This course deals with the construction and management of an institutional investment portfolio. The course provides the necessary understanding and tools crucial in portfolio management activities. Students will develop an appreciation for the various perspectives and techniques associated with portfolio management and security analysis and apply their knowledge by analyzing stocks and other investments with the guidance of their professor.,
FIN 674,Strategic Cost Analysis,3,"This course focuses on the strategic use of cost information for planning and control, as well as costing products, services, and customers. Students will learn alternative ways of measuring costs to meet THE UNIVERSITY OF ARIZONA GLOBAL CAMPUSCOURSE DESCRIPTIONS different management objectives, the role of budgeting as a planning and management tool, the use of cost analysis as a control tool to help management meet short-and long-term profit objectives, and the importance of ethics in achieving all of these objectives.",
FIN 675,Financial Economics,3,"This course is designed to give students a strong understanding of the theory and logic of financial economics. Students will review standard models of how consumers and producers behave in the financial environment, and the implications of these models for financial resource allocation and market efficiency. Students will also evaluate the basic tools of economics, including optimization, comparative statics and equilibrium as it applies to finance. Applications to finance will be highlighted throughout the course, and special attention will be paid to how the tools of economics can be applied to problems in finance and business.",
FIN 676,Financial Accounting,3,"This course focuses on the source, nature, and interpretation of accounting information; the analysis of financial data; the role of ethics in finance and accounting; and the impact of technology on accounting and financial information. Students will develop a better understanding of complex accounting topics, including equity transactions and cash flow statements. Students will utilize key financial features in Excel and will evaluate a company’s financial performance based on its financial statements and related disclosures.",
FIN 677,International Finance,3,"This course is designed to introduce the principles and practices involving finance and investment decisions of multinational firms operating globally. Topics will include foreign exchange markets, financial instruments in the international capital markets, corporate exchange risk management, international investment decisions, global financing strategies, financial crises, and related issues. This course will be exclusively focused on financial management and investment as it relates to the international environment.",
FIN 678,Statistics for Financial Managers,3,"This course is designed to introduce the principles and practices of various financial decision-making tools and techniques, and to the statistical methods which are used both in the direct solution of financial problems and as foundations for more advanced statistical models and analysis. Topics include collecting data; describing, sampling, and presenting data; probability; statistical inference; regression analysis; forecasting; and risk analysis. Microsoft Excel is used extensively for organizing, analyzing, and presenting data.",
FIN 679,Advanced Corporate Finance,3,"This course is designed to explore advanced methods and techniques of corporate finance with an emphasis on the practice. Topics include: corporate valuation; financial statement analysis and forecasting; the evaluation of capital investments under differing assumptions about risks; estimating the cost of capital; the effects of debt, equity, mergers, acquisitions, and derivative financial instruments on the value of the firm.",
FIN 680,Corporate Finance Capstone,3,This course is the capstone course for the Master of Science in Finance program and provides students with an integrated learning experience grounded in finance. Students will manage an investment portfolio in a market simulation program and evaluate the outcomes. The course integrates advanced methods and techniques of finance with an emphasis on investment management. Prerequisite:,
FIN 681,"Money, Banking, and Financial Institutions",3,"This course focuses on the essential elements of money, banking and financial markets. The emphasis is on macroeconomics including forms 2023-2024 ACADEMIC CATALOG and functions of money, financial markets, the role of electronic trading, interest rates, efficient markets, depository institutions and regulations, money supply, central banks, the role of the Federal Reserve, and monetary policy. Students will explore advanced treatment of money and its role in the economy. Students will also examine and analyze the various financial structures and institutions, the Federal Reserve System, and the increasing importance of the global financial arena. Special emphasis is placed on financial events and policy issues.",
FIN 683,Investment Analysis,3,"This course is designed to explore the field of security analysis, beginning with an in-depth study of fixed income securities. Students will learn to apply theory of analysis and valuation of fixed income securities through course assignments and activities. Topics include markets and trading, valuation, risk and return, credit analysis models, and term structure theories.",
FIN 689,Advanced Financial Management & Analysis,3,"This course continues financial statement analysis of public companies, with a focus on special issues such as income taxes, post-employment compensation plans, and intercorporate investments. Students will investigate financial reporting in publicly traded companies, and develop an understanding of financial statement analysis from a global perspective. Techniques for adjusting financial statements and determining the quality of financial reports will be used throughout the course. The course will culminate in a research paper that comprehensively assesses the investment quality of a company based on its financial reports.",
GEN 101,Developing Skills & Strategies for Success,3,"New students at UAGC have many things to look forward to on their academic journey. Beginning with this first course, students can look forward to acquiring tools and strategies for academic success. Students will apply personal strengths, skills, and lifelong learning strategies to career competencies, making a meaningful connection between their learning and their future professional work. The goal of this course is to enlighten and empower students personally, academically, and professionally. This course is not available for non-degree seeking students and is not available as an elective.",
GEN 102,Digital Fluency for Life and the Workplace,3,"This course offers an overview of digital fluency as it applies to personal, academic, financial, and professional success. Students will analyze the impact of digital technology on personal, social, and diversity issues and will develop digital skills that will assist in achieving academic, personal, and career goals. An overview of digital media is introduced with practical strategies for application in personal and professional life.",
GEN 103,Information Literacy,3,"Learn and use key, practical skills that are applicable at home, at work, and in all UAGC courses! As UAGC students progress in their academic journey, strategies for personal, professional, and academic success continue to develop. This introductory course takes a two-pronged approach to setting students on a path to success. It merges fundamental informational literacy concepts with essential resources and skills that prepare students for college and career. Students learn how to identify, locate, evaluate, apply, and acknowledge information obtained through UAGC Library databases and internet search engines. By applying the research process, students sharpen critical thinking skills and learn to use information ethically. The final project is a practical and relevant opportunity for students to apply their learning in personally, professionally, and academically meaningful ways.",
GEN 104,College Reading Strategies,3,"In this course, students will develop effective reading skills to engage with college-level course materials. Students will explore a variety of texts and analyze active reading strategies to develop personal reading approaches.",
GEN 499,General Education Capstone,3,This course provides students with a cumulative and integrative learning experience grounded in their general education experience. Through the study of selected interdisciplinary topics and course- embedded assessments students will demonstrate mastery of essential competencies and application of different ways of knowing. Students 320 will apply the general education principles informed by ethical and critical sensibility and provide evidence of growth in acquiring the habits of active citizenship. A minimum grade of “C – “ is required to meet course requirements. Prerequisite: 75 completed credits or permission of the student’s college or dean. GEO Geography,
GEO 308,Geographic Information Systems,3,"This course is an introduction to the Geographic Information Systems (GIS) software that is widely used to conduct spatial analysis in the areas of environmental science, defense and intelligence, emergency response, business, education, government, health and human services, public safety, transportation, and utilities and communication. Students will learn the ArcGIS system and become experienced in the analysis of spatially related data and the digitized map system. Note: The software used in this course has specific computer requirements including, Windows 8 Operating System, 2.2 GHZ minimum speed, and 2GB minimum Memory/ RAM. GRO Gerontology",
GRO 325,Aging & Health,3,"This course examines the interface between health and aging. A broad range of health concerns and issues of older persons are explored from physical, mental, and emotional perspectives.",
GRO 410,Death & Dying,3,"This multi-disciplinary course offers an overview of psychosocial aspects of death and dying. Topics include attitudes toward death, preparation for death, care of terminally ill patients, funeral issues, mourning, grief practices, suicide, and euthanasia.",
GRO 497,Gerontology Capstone,3,"This course is a synthesis of the major ideas, perspectives, and concepts gained from the study of gerontology. A substantive paper is developed which requires students to critically analyze their experiences and integrate knowledge gained throughout the program. Prerequisite: Successful completion of the General Education Capstone course. HCA Health Care Administration",
HCA 205,Introduction to Health Care,3,"This is an introductory course that explores the historical evolution of health care in the United States, its financing sources, technology, delivery of care and the stakeholders who comprise the health care system. The structure of the health care system, including the Patient Protection and Affordable Care Act, better known as Obamacare, will be discussed along with the various components that influence health care such as legal, ethical, regulatory, and fiscal forces. Students will also explore other health care systems and examine the potential future of health care in the United States.",
HCA 312,Health Care Finance,3,"This course provides an introduction to health care finance. Students will develop skills for the role of a health care manager to plan, control, direct and coordinate financial activities related to the organization's day-to-day operation. Learning will consist of understanding financial reports, revenue sources, contractual allowances, budgeting, cost classifications, annualizing staffing, inventory and depreciation methods. Students will calculate financial ratios and analyze the results to determine the efficiency of the organization's financial operations. Additionally, the functions of the health care financial manager will be addressed through understanding financial practices, governmental policies and regulations, cash management strategies and consistent methodologies involved in the financial decision-making process in the health care setting. Prerequisites:",
ACC 281,"and HCA 205.
THE UNIVERSITY OF ARIZONA GLOBAL CAMPUSCOURSE DESCRIPTIONS
HCA 322 Health Care Ethics & Medical Law",3,"This course presents the ethical and legal implications of health care administration. The unique legal aspects encountered in the provision of health services are analyzed. Concepts of access, affordability, health care interventions and human rights are interfaced with legal and ethical issues challenging the provision of health care services. Concepts of risk management, continuous quality assurance, guardianship, Institutional Review Boards, and needs of special and diverse populations provide discussion points in the course. The overlapping domains of ethics and medical law are examined. Case studies and discussion of ethical and legal precedent setting decisions are used to link theory with reality. Prerequisites:",
HPR 231,"or NUR 300
HCA 340 Managing in Health & Human Services",3,"Managing in Health and Human Services is designed to provide students with an overview of health care institutions’ organizational structure and management theories. Students will explore the challenges that health care organizations face, such as human services, organizational design, managing finances, program evaluation, leadership theories, program planning and implementing supervisory relations. Students will research clinical and administrative positions that contribute to the delivery of quality health care services. Prerequisite:",
HCA 305,"or HPR 231.
HCA 375 Continuous Quality Monitoring",3,"& Accreditation In this course, students will explore foundations and concepts of health care accreditation and continuous quality improvement. Students will discuss the concept of quality assurance based on standards set by selected accreditation, regulatory, licensing, and certification programs. In addition, they will explore the interface of accreditation and reimbursement. Students will use health information systems to analyze health care accreditation, government mandates, and regulatory activities that impact consumer outcomes. Students will also analyze the legal implications of quality improvement and explore the social, political, professional, and organizational influences on health services delivery. Prerequisite:",
HCA 415,Community & Public Health,3,Community and public health is an introductory course exploring community and public health services in the well-being of a population. Regulatory mandates promoting public and community health are explored. The interface among community and public health services and the overall health care industry is explored. Legal and ethical imperatives emergent in public health services are discussed. Financing options are explored recognizing the role of categorical fiscal resources. Health care promotion and prevention strategies are explored in concert with the role of health care institutions and the public sector. Health information data is utilized in the planning of a community and/or public health project. Prerequisite: Successful completion of the majority of major coursework.,
HCA 421,Health Care Planning & Evaluation,3,"This course explores the processes of operational and strategic planning, including the roles of organizational mission, vision, and values, regulatory legislation, demand for services, clinical staff needs, needs of a diverse population, competitive market analysis, and decision making in a competitive health care industry. Historical perspectives are covered along with current and future health care industry challenges. Prerequisite: Successful completion of the majority of program course work.",
HCA 442,Contemporary Issues in Aging,3,"This course presents significant major interdisciplinary aging issues and controversies drawn from biological sciences, medicine, nursing, 2023-2024 ACADEMIC CATALOG psychology, sociology, gerontology, public policy, and social work. With an emphasis on critical thinking, divergent views and perspectives of aging phenomenology are explored through the reading and research of selected articles and reports covering current topical content.",
HCA 444,Long-Term Care: The Consumer Perspective,3,This course examines the role and impact consumers have in long-term care decision making and provision of care. Factors and challenges influencing consumer choices are explored within the context of long- term care improvement in both institutional and community settings. Current topical issues such as customer/provider relationships and quality of care are overviewed in this course.,
HCA 460,Health Care Administration Capstone,3,"The Health Care Administration Capstone is designed to provide a comprehensive experience that enables students to apply their understanding of the concepts explored throughout the program. Students will integrate leadership skills, policies and procedures, rules, and regulations in the development of their work throughout the course. For the summative assessment in this course, students will need to demonstrate administrative competencies with managerial, legal, ethical, and financial concepts related to health care systems. Prerequisites: Successful completion of the General Education Capstone course and majority of major coursework. HCS Health Care Studies",
HCS 308,Introduction to Nutritional Concepts,3,"This introductory course provides an overview of the basic principles of nutrition including the basic functions, needs, and sources of micro and macronutrients. Students apply nutrition principles to personal needs, as well as needs of individuals across the lifespan. Nutrition controversies are explored in addition to learning about the anatomical and physiological impacts of inadequate/improper nutrition practices and the risk for disease. Note: This course is designed for students with no previous and/or limited science background. Prerequisite:",
HCS 316,Cultural Diversity in Health & Illness,3,"This course explores the complexities and dimensions of health and illness through diverse cultural perspectives. Traditional health beliefs and practices among selected populations are presented along with the influences of social, political, and demographic changes impacting issues and perceptions of health and illness in a multi-cultural society.",
HCS 321,"Foundations of Complementary &
Alternative Health",3,"This course introduces students to basic definitions and classifications of non-allopathic complementary and alternative health systems. Content includes the history and development of practices, practitioner nomenclature, and cultural influences of the major systems of Complementary and Alternative Medicine used today.",
HCS 326,Holistic Health,3,"This course examines health in relation to living a balanced life and the synergism of mind, body, and spirit, rather than approaching its study solely from the conventional Western or allopathic perspective. Divided into three major themes, the course investigates the principles of strengthening your inner resources, developing healthy lifestyle practices, and taking charge of challenges to the body, mind, and spirit.",
HCS 334,Personal Fitness & Wellness for,3,Optimal Living Students will compare their own physical activity habits to national guidelines and explore the benefits of physical activity as well as the consequences of physical inactivity. The five major components of health-related fitness will be further examined throughout this course. Students will learn about various assessments and have an opportunity 321COURSE DESCRIPTIONS to design exercise and wellness plans for themselves and for potential clients. Prerequisite:,
HPR 205,"and HWE 200.
HCS 339 Introduction to Western Herbalism; Basic",3,"Doctrine, Energetics and Classifications This course explores fundamental constructs of Western Herbalism. Its focus is in providing the student a framework from which herbs can be conceptualized as entities with energetic and practical signatures. Consequently, herbs will be presented and appreciated from various and eclectic points of view which describes their characteristics and actions for their application in various body tissue conditions. The course will also cover qualitative descriptions (constitutions) that are tied to the human organism, appreciation of therapeutic laws, and classification of medicinal plants. Prerequisites:",
HCS 321,"and HCS 326.
HCS 412 Health Promotion Planning & Evaluation",3,"This course provides an overview of the practical and theoretical elements of health promotion program planning, implementation, and evaluation in a variety of settings. Students explore models and theories used in planning health and wellness promotion campaigns/ interventions and how findings of program evaluation can be utilized and applied.",
HCS 435,"Spirituality, Health, & Healing",3,"This course explores the connections between spirituality, culture, health, and healing. Students examine spiritual rituals and practices from multi-cultural perspectives, in addition to examining elements of spiritual care in a variety of health settings and contexts.",
HCS 495,"Complementary & Alternative
Health Capstone",3,"This course is a synthesis of the major ideas, perspectives, and concepts gained from the study of complementary and alternative health. A substantive paper is developed which requires students to critically analyze their experiences and integrate knowledge gained throughout the program. Prerequisite: Successful completion of the General Education Capstone course & the majority of major coursework.",
HCS 497,Health Education Capstone,3,"This course is a synthesis of the major ideas, perspectives, and concepts gained from the study of health education. A substantive paper is developed which requires students to critically analyze their experiences and integrate knowledge gained throughout the program. Prerequisite: Successful completion of the General Education Capstone course. HHS Health and Human Services",
HHS 201,Introduction to Human Services,3,"This course introduces students to the profession of health and human services beginning with the historical evolution of the field and continuing up to modern day. A broad-based view of the purpose, preparation, and theoretical orientation of the profession is stressed including the many types and career settings of human service professions, scope of work, and duties and functions. Basic skills required by health and human service workers are reviewed, in addition to the roles of human service workers in both clinical and non-clinical settings. An introductory examination of orientations, ethics, and skills related to health and human service delivery in diverse practice settings is included.",
HHS 207,"Communication Skills for Health &
Human Service Personnel",3,"This course emphasizes theories and practice of professional communication skills within the context of health and human services. Students will examine classical approaches and new theories and research in interpersonal, and group communication. Active listening, empathy interviewing, nonverbal communication, and presentation 322 skills are stressed. The impact of family, culture, and gender on communication is integrated through communication exercises and class projects. In this class, students will also have an opportunity to examine the practical implications of these concepts in developing their own communication skills through application of selected communication techniques and strategies.",
HHS 310,"Health & Human Services Culture:
The Helping Relationship",3,"This course examines the role and function of “helping,” and helping processes as applied within the context of the health and human service profession. Helper characteristics are considered, relative to optimizing service delivery in diverse health and human service settings serving a multitude of constituents/client groups. Helping strategies and interventions, with attention to principles, methodology, practitioner skills and knowledge are overviewed. Interpretive strategies such as case study analysis, and vignette analysis are used to simulate health and human service settings.",
HHS 320,Cultural Awareness in the Human Services,3,"This course prepares students to understand cultural systems, and the nature of cultural identity defined by gender, ethnicity, race, national origin, sexual orientation, income, physical and mental ability, age, and religion. Emphasis is placed on defining and developing skills for the culturally competent delivery of health and human services.",
HHS 435,"Contemporary Issues, Trends,
Health Law Ethics in Health & Human Services",3,"This class looks at contemporary issues and trends in the practice of health and human services through a social policy and ethical lens. Health laws, ethics, the decision making process, and professional conduct standards including boundary-setting and confidentiality are covered.",
HHS 460,Research Methods in Health & Human Services,3,"This course is a survey course encompassing the application of research methodology. It prepares students to critically evaluate published research. The nature and history of the scientific method, research tools, data collection and analysis will be reviewed. Although key statistical concepts are covered, the focus of the course is helping students gain a conceptual understanding of the components of sound research, and to understand the steps and procedures involved in ethical research of the content area.",
HHS 497,Health & Human Services Capstone,3,"In this final course, students will reflect upon and synthesize the major insights gained in their study of Health and Human Services. A substantive paper is developed which requires students to critically analyze their experiences and integrate knowledge gained throughout their program. The focus is on a strategic health and human services topic that is directly related to access and delivery of services to a selected client group. Prerequisite: Successful completion of the General Education Capstone course. HIA Health Informatics & Analytics",
HIA 601,Foundations in Health Informatics,3,"This foundation course addresses essential elements of health informatics. Students will study facets of this evolving field and their relationship with all aspects of health care. As a foundational course, students will explore the relationship of data and information; informatics skills; the current state of health care information systems; and specialized applications of health informatics.",
HIA 608,Healthcare Program & Project Management,3,"This course defines the role of leadership in effectively managing multiple projects to achieve the organization’s goals. Students will learn the key elements of planning, execution, monitoring, and controlling THE UNIVERSITY OF ARIZONA GLOBAL CAMPUSCOURSE DESCRIPTIONS the variables of a project including multiple projects simultaneously. The course includes project management theory, processes, quality control, and communication with stakeholders. There is emphasis on practical application of project management theories and management of resources and priorities.",
HIA 610,"Systems Analysis, Design & Technology",3,"Management This course examines technical aspects of health informatics such as the development of functional and technical requirements as well as the design of data structures and business logic. Technology topics such as networking, systems virtualization, security and web- based application development are addressed. Students explore best practices in cost- effective technology design. Prerequisite:",
HIA 612,"Technology Topics in Information
Governance & Business Analytics",3,"Students are introduced to the technology tools and methods associated with data governance, metadata design, data warehousing and business intelligence. Data transformation technologies used to turn transactional data into business intelligence models are explored. The course addresses the technical aspects of how to secure technology platforms. Prerequisite:",
HIA 615,"Management Topics in Information
Governance",3,"Principles of health data governance are addressed from a management perspective. There is a focus on how stakeholders can use big data models to make better financial and clinical decisions. The course explores the legal and regulatory aspects of health data governance and information exchange including issues at the consumer, organizational, local, state, national and global level. Prerequisites:",
HIA 601,"and HIA
612.
HIA 620 Data Visualization &
Decision Support",3,"This course explores data analytics: tools, techniques, data and data visualization. The course content includes the principles of the data analytics process; open source and free software; and the differences between a database and a database management system. The course includes different modalities of data visualization and decision support. Prerequisite:",
